Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_AllHomes,MedianListingPrice_AllHomes,MedianPctOfPriceReduction_AllHomes,MedianPriceCutDollar_AllHomes,MedianRentalPricePerSqft_AllHomes,MedianRentalPrice_AllHomes,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductions_AllHomes,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_AllHomes,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes
12/31/17,"Iroquois, Illinois",,196.0,184.0,,97550.0,,,,,,58.52,34.53,,,11.35424744,7.798165138,5.67,,,,84600.0,1294.0,1292.0,
12/31/17,"Jackson, Illinois",,424.0,408.0,100.716479,104900.0,5.357142857,5000.0,,,64.0,,,,,10.17923237,5.542168675,,,,,,,,
12/31/17,"Jefferson, Illinois",,,,,109900.0,,,,,52.0,55.36,38.26,,,13.73862419,9.022556391,5.91,,,,69700.0,1014.0,1019.0,0.774
12/31/17,"Jersey, Illinois",,141.0,132.0,90.60094484,130000.0,2.895912633,3450.0,,,86.0,37.97,53.51,,,15.00060289,10.34482759,8.36,,,,111300.0,,,
12/31/17,"Jo Daviess, Illinois",,,,,184950.0,3.187966123,5050.0,,,83.0,,,,,9.034117753,5.582524272,,,,,,1253.0,1257.0,0.814
12/31/17,"Johnson, Illinois",,,,100.9194887,154900.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Kane, Illinois",,1985.0,1740.0,128.9473684,267490.0,2.39182431,5000.0,1.077662804,1580.0,120.0,13.69,76.54,,,14.94294855,9.600560617,10.55,,,,222000.0,1715.0,1696.0,0.982
12/31/17,"Kankakee, Illinois",,507.0,472.0,,129000.0,3.717472119,4900.0,,1000.0,79.0,33.86,55.28,,,14.82835488,10.40650407,8.83,,,,123300.0,1158.0,1153.0,0.796
12/31/17,"Kendall, Illinois",,447.0,395.0,113.0,245000.0,2.457002457,5000.0,0.981168225,1600.0,108.0,11.51,81.31,,,14.67183103,10.35422343,10.13,,,,228300.0,1832.0,1792.0,0.908
12/31/17,"Knox, Illinois",,235.0,222.0,73.31024489,94900.0,5.646842428,5000.0,,,59.0,51.04,38.34,,,12.87014787,7.220216606,6.0,,,,70800.0,,,
12/31/17,"Lake, Illinois",,3735.0,3192.0,150.3025271,300000.0,2.913187027,7500.0,1.161202186,1604.5,135.0,40.55,45.75,,,15.90335534,9.762586983,10.33,,,,231900.0,1864.0,1784.0,1.152
12/31/17,"La Salle, Illinois",,590.0,580.0,90.19835819,119000.0,4.993082225,5000.0,0.785476036,,76.0,41.34,50.42,,,13.33060769,8.504801097,8.37,,,,101300.0,,,
12/31/17,"Lawrence, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
12/31/17,"Lee, Illinois",,166.0,150.0,71.94856612,104950.0,,,,,,,,,,,,,,,,,1123.0,1123.0,0.816
12/31/17,"Livingston, Illinois",,262.0,252.0,,94900.0,,,,,65.0,26.47,65.83,,,,,7.0,,,,91900.0,1136.0,1136.0,0.782
12/31/17,"Logan, Illinois",,,,,86500.0,6.259780908,5600.0,,,,,,,,9.236887609,5.726872247,,,,,,998.0,989.0,
12/31/17,"McDonough, Illinois",,,,92.17860328,98500.0,,,,,67.0,56.61,34.38,,,,,6.29,,,,71200.0,,,
12/31/17,"McHenry, Illinois",,1519.0,1338.0,120.7003007,234900.0,2.704164413,5600.0,1.056203434,1462.5,121.0,18.96,70.67,,,16.29566692,10.75919888,10.35,,,,209100.0,1645.0,1630.0,1.006
12/31/17,"McLean, Illinois",,966.0,914.0,95.96394984,159900.0,2.942474685,5000.0,0.727272727,917.5,96.0,24.65,65.38,,,21.13272018,14.36726927,9.7,,,,146400.0,,,0.828
12/31/17,"Macon, Illinois",,611.0,578.0,83.4683502,99950.0,3.581267218,3000.0,,725.0,61.0,77.74,18.26,,,12.40908171,8.0,5.83,,,,69500.0,985.0,979.0,0.832
12/31/17,"Macoupin, Illinois",,256.0,253.0,,89900.0,6.52173913,4100.0,,,50.0,54.44,39.32,,,10.65484332,6.918238994,6.55,71.0,67.0,,75900.0,983.0,983.0,0.656
12/31/17,"Madison, Illinois",,1292.0,1236.0,91.68275418,119900.0,4.04040404,5000.0,0.869565217,900.0,80.0,35.59,53.59,,,14.95405818,9.322524609,9.4,,,,111200.0,988.0,962.0,0.758
12/31/17,"Marion, Illinois",,,,,84000.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Marshall, Illinois",,144.0,135.0,93.43332004,125500.0,,,,,,,,,,,,,,,,,1066.0,1057.0,0.936
12/31/17,"Mason, Illinois",,98.0,104.0,,,,,,,,,,,,,,,,,,,,,
12/31/17,"Massac, Illinois",,,,,79900.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Menard, Illinois",,46.0,44.0,,,,,,,,,,,,,,9.67,,,,144800.0,,,
12/31/17,"Mercer, Illinois",,46.0,45.0,,,,,,,,,,,,,,,,,,,1101.0,1099.0,
12/31/17,"Monroe, Illinois",,139.0,126.0,146.7700857,239500.0,3.126954346,6000.0,,,,,,,,10.70274272,6.285714286,,61.0,57.0,,,1404.0,1384.0,0.97
12/31/17,"Montgomery, Illinois",,132.0,128.0,,78000.0,5.025125628,4900.0,,,,,,,,14.55869975,10.55900621,,,,,,928.0,930.0,0.692
12/31/17,"Morgan, Illinois",,114.0,114.0,80.45310668,109900.0,4.641079043,5099.5,,,74.0,34.03,57.23,,,16.63502553,12.5,7.33,,,,86900.0,,,
12/31/17,"Moultrie, Illinois",,,,65.6838894,91687.0,,,,,,,,,,,,,,,,,1089.0,1087.0,0.864
12/31/17,"Ogle, Illinois",,277.0,248.0,,141000.0,4.287534691,4999.5,,,,,,,,12.70243576,7.570977918,,,,,,1281.0,1279.0,0.786
12/31/17,"Peoria, Illinois",,1358.0,1274.0,84.91877049,129900.0,3.84985563,5000.0,0.784023669,815.0,75.0,65.29,26.98,,,20.40162777,13.45191773,8.39,,,,97800.0,961.0,955.0,0.786
12/31/17,"Perry, Illinois",,,,,79900.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Piatt, Illinois",,106.0,105.0,,147000.0,5.674464908,4900.0,,,,,,,,12.42795654,7.299270073,,,,,,1206.0,1190.0,
12/31/17,"Pulaski, Illinois",,,,,,,,,,,0.0,100.0,,,,,6.88,,,,81500.0,,,
12/31/17,"Putnam, Illinois",,53.0,48.0,,124900.0,,,,,,,,,,,,,,,,,1158.0,1145.0,
12/31/17,"Randolph, Illinois",,111.0,110.0,53.25443787,87950.0,3.849114704,5000.0,,,,,,,,10.341359,6.976744186,,,,,,1073.0,1054.0,
12/31/17,"Richland, Illinois",,,,,94000.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Rock Island, Illinois",,,,89.28571429,111500.0,4.516866781,5000.0,0.842771084,850.0,80.0,38.77,52.97,,,17.01351047,13.04347826,9.41,,,,96300.0,859.0,856.0,0.716
12/31/17,"Saint Clair, Illinois",,1162.0,1104.0,100.4521368,120000.0,4.002816803,5000.0,0.834826762,850.0,84.0,30.64,61.26,,,14.92624467,10.8535896,9.1,,,,96300.0,897.0,890.0,0.83
12/31/17,"Saline, Illinois",,,,,79900.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Sangamon, Illinois",,974.0,928.0,,135000.0,3.100775194,4900.0,,875.0,73.0,48.91,39.0,,,17.80471399,10.73961499,10.14,,,,122500.0,,,
12/31/17,"Schuyler, Illinois",,,,,,,,,,,,,,,,,,,,,,963.0,964.0,
12/31/17,"Stark, Illinois",,26.0,24.0,,79900.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Stephenson, Illinois",,,,48.29853055,84900.0,4.586968606,2875.0,,,,53.89,35.62,,,9.890209195,5.033557047,7.17,,,,88400.0,,,
12/31/17,"Tazewell, Illinois",,750.0,732.0,92.59259259,127900.0,3.849114704,5000.0,0.879439668,850.0,85.0,64.31,25.54,,,19.36708623,11.7,9.75,,,,116100.0,,,
12/31/17,"Union, Illinois",,91.0,88.0,,,,,,,,,,,,,,,,,,,,,
12/31/17,"Vermilion, Illinois",,,,,67950.0,5.025125628,3280.0,,,,,,,,13.12469712,8.505154639,,,,,,,,
12/31/17,"Wabash, Illinois",,,,,99900.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Warren, Illinois",,,,,85500.0,,,,,,48.46,44.77,,,,,5.75,,,,64800.0,946.0,948.0,
12/31/17,"Washington, Illinois",,76.0,79.0,79.30418719,119500.0,,,,,,,,,,,,,,,,,1109.0,1095.0,
12/31/17,"Wayne, Illinois",,,,,95250.0,,,,,,,,,,,,,,,,,,,
12/31/17,"White, Illinois",,,,,93750.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Whiteside, Illinois",,,,,84900.0,4.35413643,3500.0,,,63.0,26.53,66.29,,,13.80258857,10.72463768,7.05,,,,90200.0,1100.0,1102.0,0.778
12/31/17,"Will, Illinois",,2003.0,1743.0,125.72704,239900.0,2.403846154,5000.0,1.033114395,1625.0,119.0,16.38,73.45,,,14.84693211,10.36184211,9.95,919.0,1099.0,194800.0,209400.0,1713.0,1694.0,1.022
12/31/17,"Williamson, Illinois",,579.0,556.0,76.35475385,119900.0,5.219557687,5000.0,,,67.0,30.65,59.64,,,14.06690588,9.302325581,10.06,,,,98300.0,807.0,807.0,0.57
12/31/17,"Winnebago, Illinois",,834.0,820.0,68.99307832,103900.0,4.674210562,5000.0,0.779819139,875.0,70.0,10.76,84.92,,,16.19463089,11.71032357,8.25,,,,105400.0,1056.0,1013.0,0.7
12/31/17,"Woodford, Illinois",,203.0,178.0,,164900.0,3.393106331,5000.0,,,107.0,59.83,32.47,,,16.94218964,9.929078014,9.21,,,,142600.0,1285.0,1281.0,0.996
12/31/17,"Adams, Indiana",,,,74.98552403,96500.0,,,,,69.0,,,,,,,9.05,,,,107200.0,,,
12/31/17,"Allen, Indiana",,905.0,866.0,89.18313795,159900.0,2.670226969,3100.0,0.656330128,700.0,73.0,,,,,16.14188824,11.05379514,8.8,,,,115300.0,1108.0,1095.0,0.708
12/31/17,"Bartholomew, Indiana",,312.0,300.0,106.349734,192900.0,2.609973994,5000.0,0.835945664,,96.0,,,,,15.05356077,11.53846154,9.41,,,,139500.0,1237.0,1227.0,0.854
12/31/17,"Benton, Indiana",,42.0,43.0,42.01680672,58900.0,,,,,49.0,,,,,,,7.79,,,,75500.0,814.0,812.0,0.55
12/31/17,"Blackford, Indiana",,65.0,66.0,47.56302521,59900.0,,,,,43.0,,,,,,,7.19,,,,62500.0,720.0,719.0,0.55
12/31/17,"Boone, Indiana",,299.0,251.0,119.865353,333390.0,1.345351809,5000.0,0.787064654,1462.5,106.0,,,,,17.31605794,12.14689266,11.52,,,,202700.0,1418.0,1411.0,0.828
12/31/17,"Brown, Indiana",,136.0,118.0,142.9365579,249916.5,5.600956356,10000.0,,,121.0,,,,,12.45879761,8.053691275,12.21,40.0,35.0,,177700.0,1199.0,1194.0,0.868
12/31/17,"Carroll, Indiana",,75.0,65.0,75.23148148,125000.0,4.549590537,5000.0,,,71.0,,,,,11.53379872,8.045977011,9.62,,,,111600.0,,,
12/31/17,"Cass, Indiana",,,,51.93953596,75000.0,,,,,58.0,,,,,,,,,,,,788.0,773.0,0.566
12/31/17,"Clark, Indiana",,356.0,382.0,126.4677262,239900.0,1.923816853,5000.0,,,90.0,,,,,11.71307538,7.713498623,9.45,,,,121700.0,1094.0,1086.0,0.808
12/31/17,"Clay, Indiana",,71.0,68.0,71.88286841,,,,,,65.0,,,,,8.565683585,4.705882353,8.54,,,,90700.0,881.0,861.0,0.642
12/31/17,"Clinton, Indiana",,80.0,79.0,60.1758794,,,,,,65.0,,,,,,,8.71,,,,92800.0,935.0,906.0,0.634
12/31/17,"Crawford, Indiana",,43.0,40.0,99.875,,,,,,60.0,,,,,,,8.28,,,,75100.0,,,
12/31/17,"Daviess, Indiana",,77.0,74.0,81.04911874,125950.0,,,,,75.0,,,,,,,9.91,,,,113800.0,,,
12/31/17,"Dearborn, Indiana",,270.0,278.0,111.6575134,185450.0,4.349717268,5000.0,,,97.0,29.66,62.61,,,10.07258902,5.660377358,11.21,61.0,68.0,,153800.0,1182.0,1164.0,0.718
12/31/17,"Decatur, Indiana",,93.0,96.0,84.70469934,129450.0,1.588084512,2250.0,,,84.0,,,,,7.898036774,5.426356589,10.01,,,,121800.0,1040.0,1030.0,0.704
12/31/17,"De Kalb, Indiana",,,,87.79700766,139900.0,2.470660902,5000.0,,,82.0,,,,,16.5680539,12.02531646,9.55,,,,121900.0,1081.0,1073.0,0.704
12/31/17,"Delaware, Indiana",,453.0,441.0,55.05514706,76363.5,5.18134715,5000.0,0.762631077,,,,,,,14.6566829,11.15702479,8.38,,,,86300.0,902.0,871.0,0.59
12/31/17,"Dubois, Indiana",,108.0,104.0,101.5867808,184500.0,5.502761122,5200.0,,,91.0,,,,,13.83502647,9.77443609,10.89,,,,143900.0,,,
12/31/17,"Elkhart, Indiana",,539.0,485.0,98.06401652,145000.0,3.543747464,5000.0,0.709280303,779.0,90.0,,,,,15.1424528,10.75757576,9.86,,,,130600.0,1166.0,1142.0,0.766
12/31/17,"Fayette, Indiana",,60.0,66.0,52.91519435,60000.0,,,,,52.0,,,,,,,7.64,,,,67300.0,741.0,736.0,0.6
12/31/17,"Floyd, Indiana",,229.0,241.0,113.2679156,166450.0,4.003202562,5000.0,,,101.0,,,,,15.20751147,10.78431373,11.15,,,,162200.0,1212.0,1198.0,0.776
12/31/17,"Fountain, Indiana",,70.0,64.0,56.98015814,75000.0,,,,,57.0,,,,,,,8.1,,,,79400.0,,,
12/31/17,"Franklin, Indiana",,63.0,66.0,102.5510204,158900.0,,,,,83.0,27.51,65.07,,,,,9.9,,,,129900.0,,,
12/31/17,"Fulton, Indiana",,,,75.25880733,105000.0,,,,,66.0,,,,,,,8.26,,,,89500.0,,,
12/31/17,"Gibson, Indiana",,72.0,77.0,77.04081633,99900.0,3.685666186,4400.0,,,74.0,,,,,11.94545451,9.333333333,9.6,,,,105200.0,,,
12/31/17,"Grant, Indiana",,245.0,253.0,54.10210623,72250.0,6.117647059,4100.0,,,58.0,,,,,13.40833507,9.748427673,7.9,,,,75400.0,788.0,784.0,0.628
12/31/17,"Greene, Indiana",,159.0,152.0,66.88037284,95900.0,,,,,,,,,,,,,,,,,801.0,803.0,0.592
12/31/17,"Hamilton, Indiana",,1461.0,1238.0,119.8450756,354000.0,1.964350673,5400.0,0.806451613,1400.0,105.0,,,,,16.29331871,10.44692737,11.36,,,,240200.0,1684.0,1643.0,0.788
12/31/17,"Hancock, Indiana",,253.0,226.0,95.65741858,210000.0,2.631578947,5000.0,0.703479576,1250.0,88.0,,,,,13.27151034,9.162303665,9.76,,,,155000.0,1337.0,1324.0,0.76
12/31/17,"Harrison, Indiana",,96.0,94.0,108.3215812,169950.0,3.573981415,5000.0,,,89.0,,,,,10.77205275,5.384615385,10.09,,,,130700.0,,,
12/31/17,"Hendricks, Indiana",,577.0,514.0,103.7715933,233990.0,2.223457476,5000.0,0.751166217,1295.0,97.0,,,,,16.54750931,12.4822695,10.32,,,,171000.0,1381.0,1341.0,0.802
12/31/17,"Henry, Indiana",,176.0,176.0,59.0565531,74900.0,8.263208718,4900.5,,,60.0,,,,,13.48409581,11.39240506,7.81,,,,79200.0,839.0,813.0,0.65
12/31/17,"Howard, Indiana",,335.0,346.0,65.93309859,82000.0,6.750832183,5000.0,0.682773109,650.0,63.0,,,,,13.19376083,9.766454352,8.65,,,,91000.0,865.0,849.0,0.642
12/31/17,"Huntington, Indiana",,,,60.96884156,,5.730659026,5500.0,,,60.0,,,,,12.92508165,9.271523179,8.13,,,,88000.0,914.0,910.0,0.582
12/31/17,"Jackson, Indiana",,123.0,116.0,83.13308688,119450.0,4.28427554,4899.5,,,80.0,,,,,8.331059017,4.697986577,9.15,,,,111900.0,1012.0,981.0,0.728
12/31/17,"Jasper, Indiana",,140.0,138.0,97.97794118,169000.0,2.257336343,3100.0,,,94.0,17.39,73.69,,,12.12383711,7.317073171,10.48,,,,152900.0,,,
12/31/17,"Jay, Indiana",,47.0,47.0,45.63492063,69000.0,,,,,52.0,,,,,,,7.77,,,,73400.0,,,
12/31/17,"Jefferson, Indiana",,154.0,148.0,88.19852941,143250.0,6.247912314,9625.0,,,74.0,,,,,11.49209373,8.791208791,9.32,,,,112500.0,960.0,952.0,0.676
12/31/17,"Jennings, Indiana",,45.0,40.0,71.2675169,98929.0,,,,,72.0,,,,,,,9.32,,,,108900.0,,,
12/31/17,"Johnson, Indiana",,488.0,429.0,98.64712514,214900.0,3.150778761,5000.0,0.770246479,1150.0,90.0,,,,,14.31316789,10.08403361,9.76,63.0,81.0,,149700.0,1254.0,1250.0,0.77
12/31/17,"Knox, Indiana",,,,58.14504875,65450.0,,,,,60.0,,,,,,,8.04,,,,75000.0,,,
12/31/17,"Kosciusko, Indiana",,431.0,360.0,123.0887635,196300.0,2.781674773,5000.0,,,100.0,,,,,9.514672856,5.084745763,10.24,,,,144600.0,1207.0,1194.0,0.844
12/31/17,"Lagrange, Indiana",,99.0,75.0,103.1224817,164950.0,,,,,96.0,,,,,10.73136313,7.368421053,10.31,,,,143200.0,1152.0,1137.0,0.798
12/31/17,"Lake, Indiana",,1275.0,1308.0,107.0568783,164900.0,2.001668057,2025.0,0.925925926,950.0,90.0,20.36,72.9,,,18.43362289,14.49438202,9.18,,,,135400.0,1189.0,1177.0,0.854
12/31/17,"La Porte, Indiana",,369.0,348.0,96.15513937,149900.0,3.141486811,4990.0,,,,,,,,13.43329378,8.352668213,,,,,,972.0,943.0,0.67
12/31/17,"Lawrence, Indiana",,,,79.28810892,110000.0,3.335557038,4900.0,,,66.0,,,,,14.77572231,12.32876712,8.59,,,,87400.0,851.0,849.0,0.656
12/31/17,"Madison, Indiana",,354.0,370.0,59.58353626,80000.0,6.367681962,4900.0,0.638003992,700.0,61.0,,,,,14.17771374,11.81988743,8.62,,,,83800.0,784.0,767.0,0.608
12/31/17,"Marion, Indiana",,2463.0,2266.0,90.08392178,142500.0,3.393992073,5000.0,0.779929925,975.0,77.0,,,,,14.40560499,10.16679905,8.78,,,,119100.0,1138.0,1108.0,0.758
12/31/17,"Marshall, Indiana",,207.0,188.0,105.2237293,175000.0,7.281613865,9050.0,,,82.0,,,,,10.41405789,6.355932203,9.65,,,,131600.0,1135.0,1128.0,0.716
12/31/17,"Martin, Indiana",,,,82.74331662,,,,,,55.0,,,,,,,8.0,,,,74400.0,,,
12/31/17,"Miami, Indiana",,,,52.65386097,74900.0,,,,,54.0,,,,,,,7.69,,,,75800.0,791.0,787.0,0.614
12/31/17,"Monroe, Indiana",,687.0,572.0,132.9588015,232250.0,3.544346102,6050.0,,1350.0,114.0,,,,,9.662998818,4.847645429,10.74,,,,164100.0,1252.0,1240.0,0.894
12/31/17,"Montgomery, Indiana",,133.0,132.0,79.56608148,121241.0,4.109014051,5000.0,,,72.0,,,,,11.41674661,7.453416149,8.51,,,,107400.0,1056.0,1031.0,0.696
12/31/17,"Morgan, Indiana",,258.0,230.0,104.0190972,169949.5,2.632964718,5000.0,,,93.0,,,,,12.83465387,8.43373494,9.98,,,,142200.0,1181.0,1178.0,0.77
12/31/17,"Newton, Indiana",,53.0,52.0,69.36303828,118450.0,,,,,68.0,64.71,32.11,,,,,8.19,4.0,6.0,,112000.0,1056.0,1041.0,0.65
12/31/17,"Noble, Indiana",,135.0,114.0,88.83113978,129900.0,6.25,5000.0,,,82.0,,,,,9.727086853,5.369127517,9.09,,,,116200.0,1060.0,1050.0,0.742
12/31/17,"Ohio, Indiana",,,,,,,,,,,,,,,,,,12.0,9.0,,,,,
12/31/17,"Orange, Indiana",,,,66.55847135,89949.5,,,,,64.0,,,,,,,8.52,,,,80000.0,,,
12/31/17,"Owen, Indiana",,94.0,90.0,91.4379085,139900.0,,,,,73.0,,,,,15.30351422,11.53846154,9.22,,,,94900.0,,,
12/31/17,"Parke, Indiana",,61.0,54.0,69.2431562,116900.0,,,,,58.0,,,,,,,8.49,,,,86100.0,,,
12/31/17,"Perry, Indiana",,,,82.53664755,117000.0,,,,,76.0,,,,,,,9.78,,,,101900.0,878.0,876.0,0.654
12/31/17,"Pike, Indiana",,,,70.72180131,,,,,,57.0,,,,,,,7.96,,,,71100.0,,,
12/31/17,"Porter, Indiana",,599.0,588.0,124.7597818,238510.5,2.52312868,5000.0,0.944444444,1225.0,106.0,19.12,70.82,,,17.12818509,12.85347044,10.06,,,,177300.0,1476.0,1457.0,0.898
12/31/17,"Posey, Indiana",,78.0,82.0,80.78188113,119900.0,,,,,81.0,,,,,,,10.26,,,,126500.0,1028.0,1012.0,0.672
12/31/17,"Pulaski, Indiana",,62.0,62.0,62.5,,,,,,61.0,,,,,,,8.42,,,,88700.0,,,
12/31/17,"Putnam, Indiana",,128.0,121.0,90.04714318,138950.0,3.655660377,8700.0,,,84.0,,,,,12.15829105,9.090909091,9.48,36.0,49.0,,120800.0,,,
12/31/17,"Randolph, Indiana",,85.0,82.0,47.80471743,62000.0,,,,,49.0,,,,,,,7.68,,,,70200.0,788.0,776.0,0.55
12/31/17,"Ripley, Indiana",,100.0,107.0,84.66630328,,,,,,84.0,,,,,14.19206023,12.8440367,9.83,,,,122700.0,1070.0,1048.0,0.694
12/31/17,"Rush, Indiana",,57.0,52.0,60.9213561,93550.0,,,,,64.0,,,,,,,8.63,,,,92700.0,915.0,907.0,0.618
12/31/17,"Saint Joseph, Indiana",,815.0,805.0,86.51797603,,4.002401601,5000.0,0.786500563,795.0,,,,,,15.04820538,10.00981354,,,,,,1017.0,976.0,0.81
12/31/17,"Scott, Indiana",,60.0,62.0,82.32959851,,,,,,71.0,,,,,,,9.02,,,,99500.0,905.0,898.0,0.68
12/31/17,"Shelby, Indiana",,109.0,110.0,74.72826087,127900.0,4.424778761,3600.0,,,75.0,,,,,15.14761218,11.83431953,8.47,,,,111800.0,1078.0,1064.0,0.718
12/31/17,"Spencer, Indiana",,79.0,74.0,74.69135802,163500.0,,,,,69.0,,,,,,,9.54,,,,113500.0,,,
12/31/17,"Starke, Indiana",,137.0,126.0,79.17904996,124000.0,6.671114076,6000.0,,,71.0,,,,,9.726966192,6.25,8.83,,,,100600.0,947.0,915.0,0.694
12/31/17,"Steuben, Indiana",,269.0,228.0,121.7099994,199950.0,2.266666667,5000.0,,,102.0,,,,,7.905299042,4.562737643,10.86,,,,153500.0,1169.0,1147.0,0.81
12/31/17,"Sullivan, Indiana",,,,65.39973788,94900.0,,,,,53.0,,,,,,,8.64,,,,76200.0,,,
12/31/17,"Switzerland, Indiana",,,,,139900.0,,,,,71.0,,,,,,,9.25,,,,98100.0,,,
12/31/17,"Tippecanoe, Indiana",,454.0,411.0,96.72977625,175000.0,3.390979993,5000.0,0.857142857,1100.0,87.0,,,,,15.13079279,10.36682616,9.7,,,,137000.0,1198.0,1175.0,0.734
12/31/17,"Tipton, Indiana",,46.0,46.0,77.28522677,124950.0,,,,,65.0,,,,,,,8.93,,,,110400.0,1039.0,1027.0,0.62
12/31/17,"Union, Indiana",,,,,,,,,,56.0,,,,,,,8.65,,,,89600.0,897.0,891.0,0.576
12/31/17,"Vanderburgh, Indiana",,730.0,721.0,85.08641975,122000.0,2.0,2600.0,0.716666667,695.0,79.0,,,,,15.86753602,11.13772455,9.19,,,,108000.0,886.0,875.0,0.712
12/31/17,"Vermillion, Indiana",,,,50.7834134,,,,,,53.0,,,,,,,7.55,,,,68000.0,759.0,759.0,0.6
12/31/17,"Vigo, Indiana",,341.0,326.0,60.70222822,79500.0,5.282331512,5000.0,0.642056229,715.0,59.0,,,,,10.71359756,5.714285714,8.54,,,,77700.0,,,
12/31/17,"Wabash, Indiana",,,,60.41666667,89500.0,,,,,61.0,,,,,,,8.28,,,,89000.0,,,
12/31/17,"Warren, Indiana",,,,,,,,,,55.0,,,,,,,8.12,,,,85200.0,,,
12/31/17,"Warrick, Indiana",,218.0,220.0,105.2105584,229900.0,1.924528302,4200.0,,,88.0,,,,,15.78947614,11.28404669,10.07,,,,154900.0,1313.0,1249.0,0.778
12/31/17,"Washington, Indiana",,,,72.95096545,,,,,,71.0,,,,,,,8.9,,,,99900.0,,,
12/31/17,"Wayne, Indiana",,,,62.42514853,87700.0,,,,,63.0,,,,,11.97226419,10.0,8.27,,,,80300.0,841.0,831.0,0.65
12/31/17,"Wells, Indiana",,,,77.86776137,129900.0,,,,,75.0,,,,,19.3416053,14.70588235,9.32,,,,117800.0,1070.0,1057.0,0.66
12/31/17,"White, Indiana",,,,85.62138728,119900.0,,,,,77.0,,,,,9.007831645,4.761904762,,,,,,,,
12/31/17,"Whitley, Indiana",,,,90.86629002,,3.480248896,5500.0,,,84.0,,,,,19.7138967,16.79389313,9.8,,,,132200.0,1126.0,1123.0,0.7
12/31/17,"Adair, Iowa",,,,72.5535403,99950.0,,,,,,,,,,,,,,,,,919.0,917.0,
12/31/17,"Adams, Iowa",,,,,,,,,,,,,,,,,,,,,,832.0,831.0,
12/31/17,"Allamakee, Iowa",,,,101.1607143,137500.0,,,,,,,,,,,,,,,,,1003.0,977.0,0.722
12/31/17,"Appanoose, Iowa",,,,56.3862782,79000.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Audubon, Iowa",,,,,,,,,,,,,,,,,,,,,,928.0,926.0,
12/31/17,"Benton, Iowa",,86.0,80.0,94.93417354,143700.0,,,,,88.0,,,,,,,11.55,,,,148300.0,,,
12/31/17,"Black Hawk, Iowa",,579.0,578.0,110.7244473,135900.0,3.610930384,5000.0,0.819838057,795.0,100.0,32.45,57.45,,,15.69235278,10.09549795,9.52,,,,115600.0,1058.0,1056.0,0.874
12/31/17,"Boone, Iowa",,91.0,90.0,102.9313683,149000.0,2.944613821,5000.0,,,95.0,,,,,13.97964242,8.724832215,10.82,,,,136300.0,1096.0,1082.0,0.792
12/31/17,"Bremer, Iowa",,141.0,131.0,109.9815029,165000.0,,,,,104.0,,,,,11.91865066,5.555555556,11.14,,,,144900.0,1151.0,1147.0,0.754
12/31/17,"Buchanan, Iowa",,,,97.53521127,125000.0,,,,,,,,,,,,,,,,,962.0,952.0,0.768
12/31/17,"Buena Vista, Iowa",,,,87.17604974,116950.0,,,,,78.0,,,,,,,9.69,,,,104600.0,,,
12/31/17,"Butler, Iowa",,61.0,60.0,81.41666667,114900.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Calhoun, Iowa",,,,51.76222729,,,,,,,,,,,,,,,,,,824.0,824.0,0.628
12/31/17,"Carroll, Iowa",,,,105.2945244,129500.0,,,,,,,,,,,,,,,,,1070.0,1035.0,0.786
12/31/17,"Cass, Iowa",,,,69.92687386,89000.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Cedar, Iowa",,,,106.3551,139450.0,,,,,,,,,,,,,,,,,,,
12/31/17,"Cerro Gordo, Iowa",,243.0,228.0,123.875969,129000.0,6.259780908,8800.0,,,,,,,,10.10676808,5.647840532,11.28,,,,115800.0,869.0,868.0,0.812
12/31/17,"Cherokee, Iowa",,,,,,,,,,,,,,,,,,,,,,,,
12/31/17,"Clarke, Iowa",,,,96.69826076,,,,,,,,,,,,,,,,,,911.0,910.0,
12/31/17,"Clay, Iowa",,,,103.4689779,144900.0,,,,,93.0,,,,,,,10.44,,,,121700.0,,,
12/31/17,"Clayton, Iowa",,,,91.35559921,143500.0,,,,,,,,,,,,,,,,,,,
