Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_AllHomes,MedianListingPrice_AllHomes,MedianPctOfPriceReduction_AllHomes,MedianPriceCutDollar_AllHomes,MedianRentalPricePerSqft_AllHomes,MedianRentalPrice_AllHomes,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductions_AllHomes,PriceToRentRatio_AllHomes,ZHVI_AllHomes,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes
12/31/17,"Marshall, Iowa",,72,72,,94900,2.858050175,3900,,,50,,,13.87306215,9.248554913,9.62,99400,869,869,0.422
12/31/17,"Mills, Iowa",,,,160.1089588,165000,,,,,159,,,,,,,1174,1167,1.134
12/31/17,"Monroe, Iowa",,,,69.77941176,,,,,,,,,,,,,,,
12/31/17,"Montgomery, Iowa",,,,69.60227273,90000,,,,,,,,,,,,856,856,0.666
12/31/17,"Muscatine, Iowa",,,,,149900,,,,,93,,,,,10.08,137100,1145,1137,0.772
12/31/17,"Page, Iowa",,,,63.07129799,89900,,,,,,,,,,,,,,
12/31/17,"Palo Alto, Iowa",,,,111.7018398,,,,,,,,,,,,,,,
12/31/17,"Plymouth, Iowa",,,,109.3651358,161500,,,,,,,,,,,,,,
12/31/17,"Polk, Iowa",,1877,1846,141.7684659,215900,2.777777778,5000,1.016260163,1150,131,15.72,72.72,13.12640833,9.080810886,10.62,169900,1313,1296,1.044
12/31/17,"Pottawattamie, Iowa",,,,,118000,4.032258065,5000,,,92,21.5,70.84,16.83824254,12.19512195,11,130200,962,961,0.718
12/31/17,"Poweshiek, Iowa",,,,107.3601202,139900,,,,,,,,,,,,1019,1013,0.776
12/31/17,"Ringgold, Iowa",,,,,144450,,,,,,,,,,,,,,
12/31/17,"Sac, Iowa",,,,,,,,,,,,,,,,,882,880,
12/31/17,"Scott, Iowa",,,,140.32796,244000,3.001819284,5050,0.98864558,1014,121,12.24,81.86,11.34258941,8.846761453,9.95,151900,1254,1231,0.992
12/31/17,"Shelby, Iowa",,,,76.58092176,118900,,,,,,,,,,,,,,
12/31/17,"Sioux, Iowa",,,,,194450,,,,,109,,,,,12.22,160100,,,
12/31/17,"Story, Iowa",,279,255,161.3270014,229900,3.174603175,10000,1.135818028,1080,140,43.42,45.65,11.17152231,5.588235294,11.3,167500,1278,1241,1.008
12/31/17,"Tama, Iowa",,,,79.88710153,,,,,,,,,,,,,,,
12/31/17,"Taylor, Iowa",,,,50.89928058,67500,,,,,,,,,,,,,,
12/31/17,"Union, Iowa",,,,,,,,,,,,,,,,,1062,923,
12/31/17,"Wapello, Iowa",,147,144,76.32093933,87500,3.265306122,5000,,,69,,,8.667464068,4.390243902,,,,,
12/31/17,"Warren, Iowa",,281,283,154.3673902,255450,1.795840381,5000,,,,,,10.24137632,5.78313253,,,1262,1252,0.98
12/31/17,"Washington, Iowa",,,,90.35437689,158950,,,,,96,,,,,10.65,139400,1116,1094,0.784
12/31/17,"Webster, Iowa",,,,81.82016994,97000,,,,,77,,,11.68226364,6.862745098,9.63,88900,,,
12/31/17,"Winnebago, Iowa",,,,,108750,,,,,,,,,,,,864,864,0.554
12/31/17,"Woodbury, Iowa",,229,220,121.6880342,169500,4.00160064,5000,,,98,26.22,65.6,13.75151675,9.550561798,9.83,115700,992,969,0.826
12/31/17,"Worth, Iowa",,30,27,,,,,,,,,,,,,,902,894,0.634
12/31/17,"Wright, Iowa",,,,,96200,,,,,,,,,,,,,,
12/31/17,"Allen, Kansas",,,,50.43227666,79900,,,,,50,,,,,7.75,67100,,,
12/31/17,"Anderson, Kansas",,,,70.8128487,,,,,,49,,,,,7.14,64900,,,
12/31/17,"Atchison, Kansas",,,,51.57611656,75000,,,,,59,,,,,8.12,84200,884,865,0.65
12/31/17,"Barber, Kansas",,,,,,,,,,49,,,,,7.31,60400,,,
12/31/17,"Barton, Kansas",,,,82.15525474,117000,,,,,69,,,,,9.25,79500,748,745,0.652
12/31/17,"Bourbon, Kansas",,,,55.66853076,87250,,,,,,,,,,,,,,
12/31/17,"Brown, Kansas",,,,56.67613636,60000,,,,,55,,,,,8.33,77100,796,796,0.618
12/31/17,"Butler, Kansas",,257,247,97.85005513,179900,2.861939076,5000,0.751879699,,68,,,18.93219652,13.33333333,9.37,116200,949,992,0.614
12/31/17,"Chautauqua, Kansas",,,,,,,,,,40,,,,,6.65,50100,,,
12/31/17,"Cherokee, Kansas",,,,46.46381579,67000,,,,,47,,,,,6.77,54900,704,709,0.576
12/31/17,"Cheyenne, Kansas",,,,,,,,,,61,,,,,8.13,70100,,,
12/31/17,"Clark, Kansas",,,,,,,,,,50,,,,,7.54,64900,,,
12/31/17,"Clay, Kansas",,,,80.07401023,,,,,,66,,,,,9,90600,865,862,0.682
12/31/17,"Cloud, Kansas",,,,50.12583893,61500,,,,,50,,,,,7.5,64000,730,730,0.602
12/31/17,"Coffey, Kansas",,41,42,79.56399366,130000,,,,,67,,,,,9.21,93600,,,
12/31/17,"Comanche, Kansas",,,,,,,,,,45,,,,,7.11,56400,,,
12/31/17,"Cowley, Kansas",,151,154,58.43297203,87900,6.578947368,5100,,,49,,,15.49248116,10.98265896,7.47,63600,,,
12/31/17,"Crawford, Kansas",,217,212,62.67605634,79950,4.347826087,4500,,,52,,,8.224334963,4.347826087,7.94,65900,734,737,0.552
12/31/17,"Decatur, Kansas",,,,,,,,,,57,,,,,7.78,65600,,,
12/31/17,"Dickinson, Kansas",,,,78.00963782,109950,5.940594059,5000,,,70,,,13.34906166,9.036144578,8.93,92700,857,855,0.65
12/31/17,"Doniphan, Kansas",,,,,,,,,,69,,,,,9.1,94700,883,881,0.67
12/31/17,"Douglas, Kansas",,,,135.4020979,249900,4.208333333,6100,0.88659625,1200,120,,,10.39353538,5.744125326,11.24,178800,1303,1275,0.888
12/31/17,"Edwards, Kansas",,,,,,,,,,44,,,,,7.14,55900,,,
12/31/17,"Elk, Kansas",,,,,,,,,,41,,,,,6.61,50500,,,
12/31/17,"Ellis, Kansas",,,,112.6064875,165000,,,,,90,,,13.28068506,7.834101382,11.35,138800,1048,1043,0.704
12/31/17,"Ellsworth, Kansas",,,,56.20055455,89700,,,,,55,,,,,8.08,70700,,,
12/31/17,"Finney, Kansas",,,,153.7475345,205000,,,,,124,,,,,11.06,140400,1097,1092,0.9
12/31/17,"Ford, Kansas",,,,108.8502157,145000,,,,,90,,,,,10.16,104800,848,846,0.736
12/31/17,"Franklin, Kansas",,106,102,95.03424658,144500,5.750224618,6000,,,78,,,14.04234144,10,9.17,107900,953,954,0.714
12/31/17,"Geary, Kansas",,328,320,93.54192608,119900,4.545454545,5000,0.801911233,1000,95,,,15.04812926,11.45251397,9.63,128600,1097,1068,0.848
12/31/17,"Grant, Kansas",,,,88.85670732,128500,,,,,,,,,,,,,,
12/31/17,"Gray, Kansas",,,,,,,,,,72,,,,,9.54,97800,,,
12/31/17,"Greenwood, Kansas",,,,,,,,,,49,,,,,7.12,56100,,,
12/31/17,"Hamilton, Kansas",,,,,,,,,,,,,,,,,756,757,0.614
12/31/17,"Harper, Kansas",,,,,,,,,,49,,,,,7.47,62100,681,682,0.554
12/31/17,"Harvey, Kansas",,122,116,91.3491533,137500,4.986595754,5800,,,74,,,12.72474724,8.536585366,,,835,835,0.654
12/31/17,"Haskell, Kansas",,,,,,,,,,73,,,,,9.33,98100,,,
12/31/17,"Jackson, Kansas",,37,34,78.58719259,,,,,,71,,,,,8.75,88100,884,895,0.704
12/31/17,"Jefferson, Kansas",,78,76,90.63156487,,5.94233474,9550,,,84,,,11.25624165,8.080808081,9.67,114400,1020,1007,0.736
12/31/17,"Jewell, Kansas",,,,,,,,,,48,,,,,7.31,60000,,,
12/31/17,"Johnson, Kansas",,1865,1610,156.869228,365000,2.173913043,7000,1.063333333,1500,139,,,12.4040758,8.267997149,11.38,251000,1796,1735,1.038
12/31/17,"Kearny, Kansas",,,,,,,,,,70,,,,,9.17,94600,,,
12/31/17,"Kingman, Kansas",,45,40,64.23611111,,,,,,59,,,,,8.73,79200,752,748,0.598
12/31/17,"Kiowa, Kansas",,,,,,,,,,67,,,,,9.08,87500,,,
12/31/17,"Labette, Kansas",,121,121,41.74909756,62250,,,,,35,,,,,,,,,
12/31/17,"Leavenworth, Kansas",,302,266,117.6838064,219250,2.698690199,5000,,,106,,,11.81056321,7.8125,10.09,159100,1300,1282,0.886
12/31/17,"Lincoln, Kansas",,,,,,,,,,50,,,,,7.49,63600,,,
12/31/17,"Linn, Kansas",,71,67,,,,,,,56,,,,,7.91,74200,804,804,0.624
12/31/17,"Lyon, Kansas",,,,89.29042639,,6.054279749,5900,,,,,,16.68673392,11.82795699,,,709,700,0.634
12/31/17,"McPherson, Kansas",,,,94.90398818,139900,,,,,89,,,,,10.24,128200,1033,1030,0.718
12/31/17,"Marion, Kansas",,,,,,,,,,,,,,,,,,,
12/31/17,"Marshall, Kansas",,,,54.02930403,88950,,,,,58,,,,,8.46,79900,806,806,0.628
12/31/17,"Meade, Kansas",,,,,,,,,,54,,,,,7.76,69000,,,
12/31/17,"Miami, Kansas",,167,156,121.2338594,225000,4.448727273,5500,,,124,,,11.73044481,7.881773399,12.3,189100,1256,1250,0.79
12/31/17,"Mitchell, Kansas",,,,,,,,,,57,,,,,8.51,78600,,,
12/31/17,"Montgomery, Kansas",,330,334,42.80312423,66950,7.499768749,4000,,,,,,8.965260956,6.216216216,,,651,657,0.53
12/31/17,"Morris, Kansas",,,,,149900,,,,,64,,,,,8.59,83100,801,800,0.636
12/31/17,"Nemaha, Kansas",,,,,,,,,,63,,,,,8.87,90000,,,
12/31/17,"Neosho, Kansas",,,,49.88372093,84900,,,,,43,,,,,7.07,59600,712,711,0.55
12/31/17,"Osage, Kansas",,68,64,62.33878292,,,,,,62,,,,,8.33,84100,843,831,0.646
12/31/17,"Osborne, Kansas",,,,,,,,,,53,,,,,7.33,61100,,,
12/31/17,"Ottawa, Kansas",,,,79.12904939,,,,,,64,,,,,9.22,89600,,,
12/31/17,"Pawnee, Kansas",,,,61.69825728,79250,,,,,54,,,,,7.68,67100,717,714,0.596
12/31/17,"Pottawatomie, Kansas",,127,124,129.950503,235000,,,,,120,,,,,11.46,169600,1235,1230,0.852
12/31/17,"Pratt, Kansas",,,,73.25915751,89000,,,,,62,,,,,8.88,79500,751,750,0.634
12/31/17,"Reno, Kansas",,289,263,76.64473684,99500,3.753887762,5000,0.717535539,775,64,,,13.95317473,10,8.56,79100,768,774,0.654
12/31/17,"Republic, Kansas",,,,,,,,,,50,,,,,7.5,63000,,,
12/31/17,"Rice, Kansas",,,,52.64044692,,,,,,49,,,,,7.37,61000,,,
12/31/17,"Riley, Kansas",,332,318,125,190000,2.273919568,5000,0.941560906,1200,123,,,16.88322653,12.26666667,11.24,168300,1265,1239,0.922
12/31/17,"Rooks, Kansas",,,,,,,,,,54,,,,,7.63,65600,,,
12/31/17,"Rush, Kansas",,,,,,,,,,50,,,,,7.43,61400,683,684,0.574
12/31/17,"Russell, Kansas",,,,66.90404492,80450,,,,,52,,,,,7.49,63700,,,
12/31/17,"Saline, Kansas",,157,154,101.9134775,130500,3.225806452,3900,,700,92,,,18.15980277,12.60869565,10.22,112300,887,875,0.756
12/31/17,"Sedgwick, Kansas",,1661,1626,105.6074078,157500,2.935290193,5000,0.777777778,900,97,,,16.02589547,11.18251928,10.95,133100,1017,987,0.756
12/31/17,"Seward, Kansas",,,,88.840399,118500,,,,,81,,,,,9.13,97600,,,
12/31/17,"Shawnee, Kansas",,490,446,80.80808081,109900,5.045952386,5000,0.727714034,800,80,,,16.83950787,11.58940397,8.5,105900,1041,978,0.768
12/31/17,"Sherman, Kansas",,,,,,,,,,64,,,,,8.37,78400,,,
12/31/17,"Smith, Kansas",,,,,,,,,,51,,,,,7.48,62400,,,
12/31/17,"Stafford, Kansas",,18,17,,,,,,,46,,,,,7.22,58500,659,664,0.544
12/31/17,"Stevens, Kansas",,,,84.61538462,,,,,,69,,,,,8.93,94000,,,
12/31/17,"Sumner, Kansas",,87,88,53.88768898,76000,,,,,53,,,13.4379259,11.11111111,7.82,70600,753,753,0.59
12/31/17,"Thomas, Kansas",,,,,,,,,,76,,,,,8.82,95500,,,
12/31/17,"Wabaunsee, Kansas",,,,,,,,,,81,,,,,9.83,112500,,,
12/31/17,"Anchorage, Alaska",,1212,1018,177.4629517,296000,2.197802198,5100,1.226027217,1650,193,,,16.28657249,10.69739953,12.96,298300,1920,1847,1.312
12/31/17,"Wilson, Kansas",,,,40.37520392,66250,,,,,46,,,,,7.39,62000,,,
12/31/17,"Woodson, Kansas",,,,,,,,,,44,,,,,7.24,58900,,,
12/31/17,"Wyandotte, Kansas",,340,334,96.38187057,124900,5.263157895,5000,0.899470899,900,78,,,11.24917098,8.576642336,8.59,90300,874,867,0.804
12/31/17,"Fairbanks North Star, Alaska",,258,182,161.4603737,199900,2.041649653,5000,1.18255728,1700,130,,,14.8660073,9.712230216,10.86,224400,,,
12/31/17,"Adair, Kentucky",,62,61,85.3909465,147000,,,,,,,,,,,,,,
12/31/17,"Allen, Kentucky",,88,89,82.32791943,119900,,,,,,,,9.05711477,6.25,,,,,
12/31/17,"Anderson, Kentucky",,96,92,105.0420168,163000,3.310991627,4750,,,,,,10.9390646,6.617647059,,,1082,1035,0.728
12/31/17,"Barren, Kentucky",,179,182,89.54326923,149000,5.851703407,10000,,,,,,10.87660575,8.225108225,,,990,949,0.632
12/31/17,"Bath, Kentucky",,34,34,66.39427988,,,,,,,,,,,,,,,
12/31/17,"Bell, Kentucky",,,,65.67634951,96950,,,,,,,,,,,,,,
12/31/17,"Boone, Kentucky",,423,390,110.4250698,229900,2.136498516,4900,0.822445731,1450,109,19.74,68.12,15.5574068,10.06825939,10.66,182700,1421,1390,0.864
12/31/17,"Bourbon, Kentucky",,91,85,85.75909095,149997.5,5.185185185,6500,,,85,26.7,64.19,11.471979,7.954545455,10.74,133300,1043,1036,0.706
12/31/17,"Boyd, Kentucky",,191,191,71.10015235,129900,3.847633705,5000,,,59,81.53,14.53,10.78603494,6.944444444,7.44,81800,930,919,0.664
12/31/17,"Boyle, Kentucky",,155,148,97.48499137,189700,5.660377358,8500,,,78,26.02,63.89,12.57707918,9.375,11.06,138000,1022,992,0.614
12/31/17,"Bracken, Kentucky",,33,34,69.73989728,,,,,,,,,,,,,,,
12/31/17,"Breckinridge, Kentucky",,68,64,82.70833333,125000,,,,,,,,,,,,880,879,0.666
12/31/17,"Bullitt, Kentucky",,226,224,131.0242567,199500,2.210009409,5000,,,115,7.72,85.58,16.3800237,12.64705882,11.54,157000,1135,1133,0.83
12/31/17,"Butler, Kentucky",,25,22,,,,,,,,,,,,,,,,
12/31/17,"Caldwell, Kentucky",,,,65.7252432,,,,,,,,,,,,,,,
12/31/17,"Calloway, Kentucky",,238,220,96.8876346,184500,,,,,82,16.18,77.1,12.10866279,6.355932203,10.92,135600,1046,1030,0.622
12/31/17,"Campbell, Kentucky",,371,360,110.961042,187245,3.227888961,5000,0.867346939,,105,16.97,76.83,15.40036235,9.784735812,10.28,150700,1193,1164,0.872
12/31/17,"Carlisle, Kentucky",,,,,,,,,,,,,,,,,832,833,0.61
12/31/17,"Carroll, Kentucky",,52,52,96.22144112,149900,,,,,,,,,,,,961,945,0.7
12/31/17,"Carter, Kentucky",,,,72.81818182,99900,,,,,,,,,,,,,,
12/31/17,"Casey, Kentucky",,52,54,78.0625,122400,,,,,,,,,,,,,,
12/31/17,"Christian, Kentucky",,260,248,84.46327684,119000,6.191332916,5000,0.725648075,825,82,10.33,85.39,8.927005454,7.121661721,10.96,120100,891,849,0.62
12/31/17,"Clark, Kentucky",,141,137,97.37762238,169200,3.738604182,4050,,,90,17.55,74.33,15.96748282,11.11111111,11.17,141800,1086,989,0.686
12/31/17,"Cumberland, Kentucky",,,,,110000,,,,,,,,,,,,,,
12/31/17,"Daviess, Kentucky",,,,104.9239681,189900,3.335557038,5000,,,90,5.14,91.31,14.27665984,10.66666667,11.13,136200,1013,990,0.682
12/31/17,"Edmonson, Kentucky",,33,33,108.6084993,164900,,,,,,,,,,,,,,
12/31/17,"Estill, Kentucky",,32,32,,,,,,,,,,,,,,,,
12/31/17,"Fayette, Kentucky",,987,880,127.2515979,240734,2.128112364,5000,0.889506173,1150,105,14.14,78.43,13.26685367,8.62720403,11.4,168900,1238,1214,0.792
12/31/17,"Fleming, Kentucky",,,,81.98468495,131200,,,,,,,,,,,,,,
12/31/17,"Floyd, Kentucky",,128,125,66.54835847,110500,,,,,,,,,,,,854,855,0.614
12/31/17,"Franklin, Kentucky",,210,213,117.2885113,154500,4.545454545,7600,,,291,13.85,79.3,15.27420452,10.3125,10.12,127200,1086,1013,
12/31/17,"Fulton, Kentucky",,,,42.09621993,63400,,,,,,,,,,,,799,804,0.568
12/31/17,"Gallatin, Kentucky",,32,29,,,,,,,,,,,,,,995,959,0.746
12/31/17,"Garrard, Kentucky",,74,74,94.7958449,171225,4.437120166,5300,,,,,,10.0117518,6.557377049,,,985,937,
12/31/17,"Grant, Kentucky",,76,72,121.3002114,157250,7.504953437,10250,,,105,15.48,79.9,14.65065357,10.98901099,10.39,132800,1101,1072,0.832
12/31/17,"Graves, Kentucky",,,,69.15384615,119250,,,,,,,,,,,,846,840,0.594
12/31/17,"Grayson, Kentucky",,108,102,103.1952607,149499.5,,,,,,,,9.57471742,5.555555556,,,,,
12/31/17,"Green, Kentucky",,51,52,74.74279254,,,,,,,,,,,,,844,843,0.632
12/31/17,"Greenup, Kentucky",,136,133,87.59290227,146500,,,,,,,,8.525414336,5.633802817,,,,,
12/31/17,"Hardin, Kentucky",,462,422,97.11246201,167900,2.167832168,4100,0.724637681,930,90,17.67,73.75,14.3811192,9.540636042,11.25,141300,1070,1044,0.678
12/31/17,"Harlan, Kentucky",,,,53.97318256,73900,,,,,,,,,,,,,,
12/31/17,"Harrison, Kentucky",,59,52,,149000,,,,,,,,7.211451933,2.564102564,,,,,
12/31/17,"Hart, Kentucky",,39,34,,,,,,,,,,,,,,,,
12/31/17,"Juneau, Alaska",,84,76,219.9406235,349000,,,,,216,,,9.209599603,6.779661017,14.01,337900,,,
12/31/17,"Henderson, Kentucky",,124,128,90.43450642,161200,3.263376849,4000,,,83,24.85,67.91,12.37922496,8,10.65,125700,997,985,0.654
12/31/17,"Henry, Kentucky",,64,62,117.7419355,,,,,,,,,,,,,,,
12/31/17,"Hickman, Kentucky",,,,,,,,,,,,,,,,,851,850,0.57
12/31/17,"Hopkins, Kentucky",,,,84.73235557,134900,4.283768359,7500,,,68,20.97,70.58,11.7435479,7.317073171,9.4,100700,,,
12/31/17,"Jackson, Kentucky",,29,28,64.28435518,84500,,,,,,,,,,,,,,
12/31/17,"Jefferson, Kentucky",,2131,2026,123.672108,175000,3.125488434,5000,0.934119961,1050,116,25.51,63.31,16.52065604,11.83939602,10.49,152400,1208,1202,0.918
12/31/17,"Jessamine, Kentucky",,177,169,113.7073579,249900,3.640215318,5900,,,97,22.22,70.23,11.0209031,6.15942029,12.08,142300,954,949,0.65
12/31/17,"Johnson, Kentucky",,,,79.66373098,145000,,,,,,,,,,,,883,883,0.618
12/31/17,"Kenton, Kentucky",,430,421,109.4160584,158450,3.514938489,5000,0.901855048,1175,110,19.42,71.95,14.59505721,9.787234043,10.24,146400,1200,1193,0.864
12/31/17,"Knox, Kentucky",,,,76.08955224,123750,,,,,,,,,,,,842,844,0.626
12/31/17,"Larue, Kentucky",,58,60,94.1366326,139900,,,,,,,,,,,,874,867,0.67
12/31/17,"Laurel, Kentucky",,,,92.05844981,155900,,,,,,,,,,,,,,
12/31/17,"Lawrence, Kentucky",,,,,,,,,,,,,,,,,951,947,
12/31/17,"Lee, Kentucky",,24,22,,,,,,,,,,,,,,,,
12/31/17,"Lewis, Kentucky",,,,,99500,,,,,,,,,,,,,,
12/31/17,"Lincoln, Kentucky",,63,67,85.6918239,114900,,,,,77,54.1,36.68,7.070060475,3.571428571,9.2,94300,,,
12/31/17,"Livingston, Kentucky",,71,64,91.92122283,132400,,,,,,,,,,,,841,836,0.638
12/31/17,"Logan, Kentucky",,66,60,73.8381588,129900,,,,,,,,9.058296513,3.157894737,,,863,857,0.58
12/31/17,"Lyon, Kentucky",,133,120,131.0572687,244450,,,,,,,,,,,,1088,1068,0.74
12/31/17,"McCracken, Kentucky",,491,474,85.37511871,156750,4.549590537,5000,,,78,20.8,73.21,13.41990364,8.464566929,10.64,129600,1018,978,0.634
12/31/17,"McCreary, Kentucky",,,,,89900,,,,,,,,,,,,,,
12/31/17,"Madison, Kentucky",,370,354,106.9807331,169900,2.779321845,5000,,,96,11.97,83.56,12.46450449,8.89261745,12.25,158200,1139,1075,0.7
12/31/17,"Marion, Kentucky",,69,66,86.30806846,129900,,,,,,7.48,86.95,,,,,,,
12/31/17,"Marshall, Kentucky",,,,88.33333333,149900,,,,,,29.22,62.04,,,10.45,124000,985,969,
12/31/17,"Mason, Kentucky",,,,72.91050296,125000,,,,,,,,,,,,,,
12/31/17,"Meade, Kentucky",,94,82,98.09150669,172000,2.779708131,5000,,,,,,12.99765513,7.894736842,,,1023,1007,
12/31/17,"Menifee, Kentucky",,,,73.63861386,89700,,,,,,,,,,,,,,
12/31/17,"Mercer, Kentucky",,125,120,89.75642309,159900,5.759033173,10000,,,82,31.07,58.27,13.25168194,10.1910828,11.21,129700,960,949,0.638
12/31/17,"Metcalfe, Kentucky",,46,46,72.8065198,117450,,,,,,,,,,,,865,862,0.618
12/31/17,"Monroe, Kentucky",,,,,,,,,,,,,,,,,820,824,0.634
12/31/17,"Montgomery, Kentucky",,103,98,95.00351865,134500,2.964426877,5000,,,78,20.94,70.74,14.15898703,10.07751938,10.14,120300,,,
12/31/17,"Morgan, Kentucky",,,,,,,,,,,,,,,,,847,847,0.648
12/31/17,"Muhlenberg, Kentucky",,,,75.89707869,113500,,,,,60,41.31,26.33,,,8.33,81800,,,
12/31/17,"Nelson, Kentucky",,137,142,113.0964196,180000,3.631284916,6500,,,,,,11.25754069,8.910891089,,,1039,1023,0.732
12/31/17,"Nicholas, Kentucky",,32,29,73.54010943,,,,,,,,,,,,,,,
12/31/17,"Ohio, Kentucky",,,,71.49652543,,,,,,,,,,,,,,,
12/31/17,"Oldham, Kentucky",,288,256,155.7294698,372900,1.942115565,6100,,,137,23.63,64.16,15.63417994,10.16042781,12.68,271900,1763,1741,0.906
12/31/17,"Owen, Kentucky",,62,58,94.24379233,169900,,,,,,,,,,,,1011,980,0.728
12/31/17,"Pendleton, Kentucky",,35,37,,,,,,,,,,,,,,,,
12/31/17,"Perry, Kentucky",,,,72.62323944,128750,,,,,,,,,,,,846,845,0.568
12/31/17,"Pike, Kentucky",,,,77.84447005,129900,,,,,,,,,,,,,,
12/31/17,"Powell, Kentucky",,36,35,81.92090395,130000,,,,,,,,,,,,849,845,0.65
12/31/17,"Pulaski, Kentucky",,497,466,83.22285354,157500,4.184100418,5000,,,,,,10.64533351,7.722007722,,,,,
12/31/17,"Rockcastle, Kentucky",,,,71.50747508,,,,,,,,,,,,,,,
12/31/17,"Rowan, Kentucky",,,,93.80480218,157250,,,,,,,,,,,,,,
12/31/17,"Russell, Kentucky",,,,85.4468599,132700,,,,,,,,,,,,,,
12/31/17,"Scott, Kentucky",,272,244,117.2054656,217244,2.325581395,5000,,1187.5,112,9.67,83.06,9.502414918,5.338809035,11.51,182200,1359,1328,0.824
12/31/17,"Shelby, Kentucky",,171,163,122.1882225,226750,2.645348837,5000,,,119,13.28,81.54,14.50725883,10.11235955,12.1,188600,1351,1285,0.844
12/31/17,"Simpson, Kentucky",,72,70,91.14963504,162450,,,,,,,,7.30695523,5,,,1002,955,0.636
12/31/17,"Spencer, Kentucky",,53,50,128.9827266,223994,,,,,129,9.97,86.22,,,13.37,217700,,,
12/31/17,"Taylor, Kentucky",,90,90,101.9242333,159900,,,,,76,32,59.97,,,10.11,109800,902,899,0.656
12/31/17,"Todd, Kentucky",,,,,,,,,,,,,,,,,875,865,0.578
12/31/17,"Kenai Peninsula, Alaska",,608,537,151.675485,239900,3.006012024,5900,,,,,,11.22709054,6.329113924,13.41,222100,1408,1404,0.916
12/31/17,"Trigg, Kentucky",,146,132,105.0420168,182500,,,,,,29.09,63.09,10.48127429,7.051282051,11.08,131000,983,963,
12/31/17,"Trimble, Kentucky",,,,,140000,,,,,,,,,,,,1077,1043,
12/31/17,"Warren, Kentucky",,540,549,113.0578897,209900,3.03030303,7000,0.772113682,1000,103,7.77,89.3,10.20053375,6.481481481,11.8,172000,1184,1150,0.702
12/31/17,"Wayne, Kentucky",,,,91.5,154900,,,,,,,,,,,,,,
12/31/17,"Whitley, Kentucky",,,,70.82857143,125000,,,,,,,,,,,,,,
12/31/17,"Woodford, Kentucky",,116,108,110.8535018,257450,4.443586089,4850,,,,,,11.06981046,6.338028169,,,,,
12/31/17,"Ketchikan Gateway, Alaska",,,,185.7709463,,,,,,177,,,,,12.97,250100,,,
12/31/17,"Kodiak Island, Alaska",,,,,332500,,,,,,,,,,15.07,289900,,,
12/31/17,"Matanuska Susitna, Alaska",,747,648,137.3812041,259900,1.655455904,5000,1.009174312,1362.5,129,,,14.08280209,9.792284866,,,1579,1515,0.852
12/31/17,"Acadia, Louisiana",,130,136,76.07192254,145000,,,,,,,,,,8.89,118800,1121,1118,
12/31/17,"Allen, Louisiana",,30,26,,,,,,,,,,,,,,957,966,
12/31/17,"Ascension, Louisiana",,518,496,129.1550279,256025,2.632964718,6000,,1500,117,,,13.02413561,8.125,10.78,204200,1585,1573,0.924
12/31/17,"Assumption, Louisiana",,47,44,,165000,,,,,,,,,,10.04,141100,,,
12/31/17,"Avoyelles, Louisiana",,,,67.10526316,119500,,,,,,,,,,9.16,117900,,,
12/31/17,"Beauregard, Louisiana",,268,264,84.18885359,174900,5.556247492,9500,,,,,,8.294720443,6.312292359,10.15,137500,1097,1086,
12/31/17,"Bienville, Louisiana",,,,,,,,,,,,,,,8.32,100800,,,
12/31/17,"Bossier, Louisiana",,676,641,120.3448276,219900,2.43902439,5000,0.831464638,1100,108,,,13.45941819,9.535452323,11.41,170900,1293,1231,0.796
12/31/17,"Caddo, Louisiana",,1294,1266,94.15584416,159900,4,5000,0.645910781,750,75,,,14.81926861,10.50167224,9.88,106900,904,897,0.652
12/31/17,"Calcasieu, Louisiana",,1020,1016,,217900,3.115175765,6100,0.933333333,1300,105,,,14.461084,11.25429553,9.63,170400,,,
12/31/17,"Caldwell, Louisiana",,,,,,,,,,,,,,,7.44,85800,,,
12/31/17,"Cameron, Louisiana",,,,,,,,,,,,,,,10.67,158200,1202,1209,
12/31/17,"Catahoula, Louisiana",,,,,,,,,,,,,,,,,,,
12/31/17,"Claiborne, Louisiana",,,,,,,,,,,,,,,7.84,94100,,,
12/31/17,"Concordia, Louisiana",,,,,149000,,,,,,,,,,8.75,106900,,,
12/31/17,"De Soto, Louisiana",,75,71,136.0219527,,,,,,,,,,,9.49,119900,,,
12/31/17,"East Baton Rouge, Louisiana",,,,122.7631579,210000,2.682926829,5100,0.969607671,1300,119,,,16.83941142,12.833764,10.49,170700,1358,1350,0.882
12/31/17,"East Feliciana, Louisiana",,54,52,,,,,,,,,,,,10.58,148800,,,
12/31/17,"Evangeline, Louisiana",,76,83,,,,,,,,,,,,,,,,
12/31/17,"Franklin, Louisiana",,,,,,,,,,,,,,,7.57,86300,,,
12/31/17,"Grant, Louisiana",,,,,,,,,,,,,,,,,1086,1079,
